LOG FLUSHED: 2025-07-02 23:17:16.214981
[2025-07-02 23:17:16] [DEBUG] Logger initialized with default file storage at C:\Users\manda\OneDrive\Documents\GitHub\Fibrinet\utils\logger\..\..\utils\logs.txt.
[2025-07-02 23:17:16] [DEBUG] start SystemControllerInterface__init__(self)
[2025-07-02 23:17:16] [DEBUG] start InputManager __init__(self)
[2025-07-02 23:17:16] [DEBUG] start DataInterpreter __init__(self)
[2025-07-02 23:17:16] [DEBUG] end DataInterpreter __init__(self)
[2025-07-02 23:17:16] [DEBUG] end InputManager __init__(self)
[2025-07-02 23:17:16] [DEBUG] start ViewManager __init__(self, <src.controllers.system_controller.SystemController object at 0x000002758541D250>)
[2025-07-02 23:17:16] [DEBUG] start ViewRequestInterpreter __init__(self)
[2025-07-02 23:17:16] [DEBUG] ViewRequestInterpreter initialized.
[2025-07-02 23:17:16] [DEBUG] end ViewRequestInterpreter __init__(self)
[2025-07-02 23:17:16] [DEBUG] end ViewManager __init__(self, controller)
[2025-07-02 23:17:16] [DEBUG] start NetworkManager __init__(self)
[2025-07-02 23:17:16] [DEBUG] start NetworkStateManager__init__
[2025-07-02 23:17:16] [DEBUG] end NetworkStateManager__init__
[2025-07-02 23:17:16] [DEBUG] start DegradationEngineStrategy__init__(self)
[2025-07-02 23:17:16] [DEBUG] end DegradationEngineStrategy__init__(self)
[2025-07-02 23:17:16] [DEBUG] end NetworkManager __init__(self)
[2025-07-02 23:17:16] [DEBUG] SystemControllerInterface initialized.
[2025-07-02 23:17:16] [DEBUG] end SystemControllerInterface__init__(self)
[2025-07-02 23:17:16] [DEBUG] start initiate_view(self, cli)
[2025-07-02 23:17:16] [DEBUG] start initiate_view_strategy(self, cli, controller)
[2025-07-02 23:17:16] [DEBUG] start get_view_strategy(self, cli, <src.controllers.system_controller.SystemController object at 0x000002758541D250>)
[2025-07-02 23:17:16] [DEBUG] CLI view strategy selected.
[2025-07-02 23:17:16] [DEBUG] end get_view_strategy(self, view_request, controller)
[2025-07-02 23:17:16] [DEBUG] Selected view strategy: <src.views.cli_view.cli_view.CommandLineView object at 0x000002759ED83B00>
[2025-07-02 23:17:16] [DEBUG] Starting new view strategy.
[2025-07-02 23:17:16] [DEBUG] start start_view()
[2025-07-02 23:17:16] [DEBUG] start clear_view()
[2025-07-02 23:17:16] [DEBUG] end clear_view()
[2025-07-02 23:17:16] [DEBUG] start run()
[2025-07-02 23:17:16] [DEBUG] Propting user for command.
[2025-07-02 23:17:22] [DEBUG] start clear_view()
[2025-07-02 23:17:22] [DEBUG] end clear_view()
[2025-07-02 23:17:22] [DEBUG] Command entered: input_network test/input_data/INPUT TESTS/TestNetwork.xlsx
[2025-07-02 23:17:22] [DEBUG] start input_network(self, test/input_data/INPUT TESTS/TestNetwork.xlsx)
[2025-07-02 23:17:22] [DEBUG] Setting network from input_manager network
[2025-07-02 23:17:22] [DEBUG] start reset_network_state(self)
[2025-07-02 23:17:22] [DEBUG] start reset_network_state()
[2025-07-02 23:17:22] [DEBUG] end reset_network_state()
[2025-07-02 23:17:22] [DEBUG] end reset_network_state(self)
[2025-07-02 23:17:22] [DEBUG] start get_network __init__(self, test/input_data/INPUT TESTS/TestNetwork.xlsx)
[2025-07-02 23:17:22] [DEBUG] start get_data_processing_strategy __init__(self, test/input_data/INPUT TESTS/TestNetwork.xlsx)
[2025-07-02 23:17:22] [DEBUG] File details - Name: TestNetwork.xlsx, Size: 9670 bytes, Extension: .xlsx
[2025-07-02 23:17:22] [DEBUG] This is an Excel file.
[2025-07-02 23:17:22] [DEBUG] end DataInterpreter __init__(self, input_data)
[2025-07-02 23:17:22] [DEBUG] start ExcelDataStrategy __init__(self)
[2025-07-02 23:17:22] [DEBUG] end ExcelDataStrategy __init__(self)
[2025-07-02 23:17:22] [DEBUG] end get_network __init__(self, input_data)
[2025-07-02 23:17:22] [DEBUG] start Process __init__(self, test/input_data/INPUT TESTS/TestNetwork.xlsx)
[2025-07-02 23:17:22] [DEBUG] start create_network(self, {'nodes': {'n_id': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], 'n_x': [10, 15, 20, 15, 10, 5, 25, 30, 25, 20, 10, 5], 'n_y': [5, 5, 10, 15, 15, 10, 5, 10, 15, 20, 20, 15], 'is_fixed': [1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]}, 'edges': {'e_id': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], 'n_from': [1, 2, 3, 4, 5, 3, 7, 8, 9, 9, 10, 5, 11, 12, 6, 2, 8, 10, 11, 12], 'n_to': [2, 3, 4, 5, 6, 7, 8, 9, 4, 10, 5, 11, 12, 6, 1, 7, 3, 4, 5, 1], 'rest_length': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, 'meta_data': {'spring_stiffness_constant': 1}})
[2025-07-02 23:17:22] [DEBUG] start _matches_schema(self, {'nodes': {'n_id': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], 'n_x': [10, 15, 20, 15, 10, 5, 25, 30, 25, 20, 10, 5], 'n_y': [5, 5, 10, 15, 15, 10, 5, 10, 15, 20, 20, 15], 'is_fixed': [1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]}, 'edges': {'e_id': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], 'n_from': [1, 2, 3, 4, 5, 3, 7, 8, 9, 9, 10, 5, 11, 12, 6, 2, 8, 10, 11, 12], 'n_to': [2, 3, 4, 5, 6, 7, 8, 9, 4, 10, 5, 11, 12, 6, 1, 7, 3, 4, 5, 1], 'rest_length': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, 'meta_data': {'spring_stiffness_constant': 1}})
[2025-07-02 23:17:22] [DEBUG] Checking meta_data...
[2025-07-02 23:17:22] [DEBUG] meta_data: Attribute 'spring_stiffness_constant' found.
[2025-07-02 23:17:22] [DEBUG] meta_data check complete.
[2025-07-02 23:17:22] [DEBUG] Checking nodes...
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_id' found in node {'n_id': 1, 'n_x': 10, 'n_y': 5, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_x' found in node {'n_id': 1, 'n_x': 10, 'n_y': 5, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_y' found in node {'n_id': 1, 'n_x': 10, 'n_y': 5, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_id' found in node {'n_id': 2, 'n_x': 15, 'n_y': 5, 'is_fixed': 0}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_x' found in node {'n_id': 2, 'n_x': 15, 'n_y': 5, 'is_fixed': 0}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_y' found in node {'n_id': 2, 'n_x': 15, 'n_y': 5, 'is_fixed': 0}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_id' found in node {'n_id': 3, 'n_x': 20, 'n_y': 10, 'is_fixed': 0}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_x' found in node {'n_id': 3, 'n_x': 20, 'n_y': 10, 'is_fixed': 0}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_y' found in node {'n_id': 3, 'n_x': 20, 'n_y': 10, 'is_fixed': 0}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_id' found in node {'n_id': 4, 'n_x': 15, 'n_y': 15, 'is_fixed': 0}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_x' found in node {'n_id': 4, 'n_x': 15, 'n_y': 15, 'is_fixed': 0}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_y' found in node {'n_id': 4, 'n_x': 15, 'n_y': 15, 'is_fixed': 0}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_id' found in node {'n_id': 5, 'n_x': 10, 'n_y': 15, 'is_fixed': 0}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_x' found in node {'n_id': 5, 'n_x': 10, 'n_y': 15, 'is_fixed': 0}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_y' found in node {'n_id': 5, 'n_x': 10, 'n_y': 15, 'is_fixed': 0}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_id' found in node {'n_id': 6, 'n_x': 5, 'n_y': 10, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_x' found in node {'n_id': 6, 'n_x': 5, 'n_y': 10, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_y' found in node {'n_id': 6, 'n_x': 5, 'n_y': 10, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_id' found in node {'n_id': 7, 'n_x': 25, 'n_y': 5, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_x' found in node {'n_id': 7, 'n_x': 25, 'n_y': 5, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_y' found in node {'n_id': 7, 'n_x': 25, 'n_y': 5, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_id' found in node {'n_id': 8, 'n_x': 30, 'n_y': 10, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_x' found in node {'n_id': 8, 'n_x': 30, 'n_y': 10, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_y' found in node {'n_id': 8, 'n_x': 30, 'n_y': 10, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_id' found in node {'n_id': 9, 'n_x': 25, 'n_y': 15, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_x' found in node {'n_id': 9, 'n_x': 25, 'n_y': 15, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_y' found in node {'n_id': 9, 'n_x': 25, 'n_y': 15, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_id' found in node {'n_id': 10, 'n_x': 20, 'n_y': 20, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_x' found in node {'n_id': 10, 'n_x': 20, 'n_y': 20, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_y' found in node {'n_id': 10, 'n_x': 20, 'n_y': 20, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_id' found in node {'n_id': 11, 'n_x': 10, 'n_y': 20, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_x' found in node {'n_id': 11, 'n_x': 10, 'n_y': 20, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_y' found in node {'n_id': 11, 'n_x': 10, 'n_y': 20, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_id' found in node {'n_id': 12, 'n_x': 5, 'n_y': 15, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_x' found in node {'n_id': 12, 'n_x': 5, 'n_y': 15, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes: Attribute 'n_y' found in node {'n_id': 12, 'n_x': 5, 'n_y': 15, 'is_fixed': 1}.
[2025-07-02 23:17:22] [DEBUG] nodes check complete.
[2025-07-02 23:17:22] [DEBUG] Checking edges...
[2025-07-02 23:17:22] [DEBUG] edges: Attribute 'e_id' found in edge {'e_id': 1, 'n_from': 1, 'n_to': 2, 'rest_length': 1}.
[2025-07-02 23:17:22] [DEBUG] edges: Attribute 'n_from' found in edge {'e_id': 1, 'n_from': 1, 'n_to': 2, 'rest_length': 1}.
[2025-07-02 23:17:22] [DEBUG] edges: Attribute 'n_to' found in edge {'e_id': 1, 'n_from': 1, 'n_to': 2, 'rest_length': 1}.
[2025-07-02 23:17:22] [DEBUG] edges: Attribute 'e_id' found in edge {'e_id': 2, 'n_from': 2, 'n_to': 3, 'rest_length': 1}.
[2025-07-02 23:17:22] [DEBUG] edges: Attribute 'n_from' found in edge {'e_id': 2, 'n_from': 2, 'n_to': 3, 'rest_length': 1}.
